split,score_method,threshold,coverage,risk,accepted_known_rows,total_known_rows
known_test,max_logit,9.581213235855103,0.5700525394045534,0.006144393241167445,1953,3426
known_test,max_logit,9.675532341003418,0.560128429655575,0.005732152162584714,1919,3426
known_test,max_logit,9.801636695861816,0.5499124343257443,0.005307855626326963,1884,3426
known_test,max_logit,9.917083740234375,0.5399883245767659,0.00540540540540535,1850,3426
known_test,max_logit,10.037606477737427,0.5300642148277875,0.004955947136563887,1816,3426
known_test,max_logit,10.155346870422363,0.5201401050788091,0.0028058361391695152,1782,3426
known_test,max_logit,10.244806051254272,0.5099241097489784,0.0028620492272467546,1747,3426
known_test,max_logit,10.332016944885254,0.5,0.0029188558085230243,1713,3426
known_test,max_logit,10.460219860076904,0.4900758902510216,0.0029779630732579276,1679,3426
known_test,max_logit,10.552546501159668,0.4801517805020432,0.0018237082066869803,1645,3426
known_test,max_logit,10.67839503288269,0.4699357851722125,0.0018633540372671176,1610,3426
known_test,max_logit,10.77158784866333,0.46001167542323407,0.0019035532994924331,1576,3426
known_test,max_logit,10.894127845764162,0.4500875656742557,0.0019455252918287869,1542,3426
known_test,max_logit,10.995732307434082,0.4401634559252773,0.0019893899204244114,1508,3426
known_test,max_logit,11.11240315437317,0.4299474605954466,0.0020366598778004397,1473,3426
known_test,max_logit,11.196067810058594,0.4200233508464682,0.001389854065323104,1439,3426
known_test,max_logit,11.311275243759155,0.4100992410974898,0.001423487544483959,1405,3426
known_test,max_logit,11.426177978515625,0.4001751313485114,0.0014587892049598983,1371,3426
known_test,max_logit,11.520950555801392,0.38995913601868065,0.0014970059880239361,1336,3426
known_test,max_logit,11.6571626663208,0.38003502626970226,0.001536098310291889,1302,3426
known_test,max_logit,11.753811597824097,0.37011091652072386,0.001577287066246047,1268,3426
known_test,max_logit,11.873883247375488,0.36018680677174547,0.0016207455429497752,1234,3426
known_test,max_logit,11.979265213012695,0.3499708114419148,0.0016680567139282232,1199,3426
known_test,max_logit,12.099817752838135,0.3400467016929364,0.0017167381974249052,1165,3426
known_test,max_logit,12.17308521270752,0.330122591943958,0.0017683465959328348,1131,3426
known_test,max_logit,12.299896240234375,0.3201984821949796,0.001823154056517784,1097,3426
known_test,max_logit,12.463344812393188,0.30998248686514884,0.0018832391713747842,1062,3426
known_test,max_logit,12.598076820373537,0.30005837711617045,0.0009727626459143934,1028,3426
known_test,max_logit,12.75095272064209,0.29013426736719206,0.001006036217303774,994,3426
known_test,max_logit,12.867799758911133,0.28021015761821366,0.0010416666666667185,960,3426
known_test,max_logit,12.98884105682373,0.26999416228838297,0.00108108108108107,925,3426
known_test,max_logit,13.151726722717285,0.2600700525394046,0.001122334455667784,891,3426
known_test,max_logit,13.292053699493408,0.2501459427904262,0.001166861143523934,857,3426
known_test,max_logit,13.428098678588867,0.24022183304144776,0.0012150668286755595,823,3426
known_test,max_logit,13.570226430892944,0.23000583771161703,0.0012690355329949554,788,3426
known_test,max_logit,13.708030223846436,0.22008172796263864,0.0013262599469495706,754,3426
known_test,max_logit,13.87293815612793,0.21015761821366025,0.001388888888888884,720,3426
known_test,max_logit,14.097956657409668,0.20023350846468185,0.001457725947521915,686,3426
known_test,max_logit,14.281505584716797,0.19001751313485113,0.001536098310291889,651,3426
known_test,max_logit,14.437414646148682,0.18009340338587274,0.0016207455429497752,617,3426
known_test,max_logit,14.64521884918213,0.17016929363689434,0.0017152658662092923,583,3426
known_test,max_logit,14.846266746520996,0.16024518388791595,0.0018214936247723523,549,3426
known_test,max_logit,15.006523370742798,0.15002918855808522,0.0019455252918287869,514,3426
known_test,max_logit,15.207041263580322,0.14010507880910683,0.002083333333333326,480,3426
known_test,max_logit,15.471062898635864,0.13018096906012844,0.0022421524663677195,446,3426
known_test,max_logit,15.689613342285156,0.12025685931115003,0.0,412,3426
known_test,max_logit,15.9645254611969,0.11004086398131932,0.0,377,3426
known_test,max_logit,16.207890510559082,0.10011675423234093,0.0,343,3426
known_test,max_logit,16.552863121032715,0.09019264448336252,0.0,309,3426
known_test,max_logit,16.913450241088867,0.08026853473438413,0.0,275,3426
known_test,max_logit,17.22151279449463,0.07005253940455342,0.0,240,3426
known_test,max_logit,17.565258979797363,0.060128429655575015,0.0,206,3426
known_test,max_logit,17.9818172454834,0.050204319906596614,0.0,172,3426
known_test,max_logit,18.568256378173828,0.040280210157618214,0.0,138,3426
known_test,max_logit,19.360025882720947,0.030064214827787508,0.0,103,3426
known_test,max_logit,20.371874809265137,0.020140105078809107,0.0,69,3426
known_test,max_logit,22.41693353652954,0.010215995329830706,0.0,35,3426
known_test,max_logit,34.60999298095703,0.0002918855808523059,0.0,1,3426
known_val,energy,-37.33583450317383,0.000292654375182909,0.0,1,3417
known_val,energy,-22.255263671875,0.010242903131401814,0.0,35,3417
known_val,energy,-20.34951126098633,0.02019315188762072,0.0,69,3417
known_val,energy,-19.272429275512696,0.030143400643839625,0.0,103,3417
known_val,energy,-18.74311309814453,0.04009364940005853,0.0,137,3417
known_val,energy,-18.039664459228515,0.05004389815627744,0.0,171,3417
known_val,energy,-17.58707847595215,0.05999414691249634,0.0,205,3417
known_val,energy,-17.17660919189453,0.07023705004389816,0.0,240,3417
known_val,energy,-16.723730239868164,0.08018729880011706,0.0,274,3417
known_val,energy,-16.351141815185546,0.09013754755633596,0.0,308,3417
known_val,energy,-16.020762634277343,0.10008779631255488,0.0,342,3417
known_val,energy,-15.728173866271973,0.11003804506877378,0.0,376,3417
known_val,energy,-15.3921537399292,0.11998829382499268,0.0,410,3417
known_val,energy,-15.201566696166992,0.1305238513315774,0.0,446,3417
known_val,energy,-14.978617935180663,0.1401814457126134,0.0020876826722338038,479,3417
known_val,energy,-14.702701568603516,0.15013169446883232,0.0019493177387914784,513,3417
known_val,energy,-14.529369468688964,0.1600819432250512,0.001828153564899404,547,3417
known_val,energy,-14.408422622680664,0.17003219198127012,0.0017211703958691649,581,3417
known_val,energy,-14.217898788452148,0.17998244073748904,0.001626016260162566,615,3417
known_val,energy,-14.038718986511231,0.19022534386889084,0.003076923076923088,650,3417
known_val,energy,-13.900817489624023,0.20017559262510976,0.0029239766081871066,684,3417
known_val,energy,-13.760324363708495,0.21012584138132864,0.004178272980501441,718,3417
known_val,energy,-13.622719116210938,0.22007609013754756,0.003989361702127714,752,3417
known_val,energy,-13.461090087890625,0.23031899326894936,0.003811944091486663,787,3417
known_val,energy,-13.314242630004882,0.23997658764998536,0.003658536585365857,820,3417
known_val,energy,-13.192752838134766,0.25021949078138717,0.0035087719298245723,855,3417
known_val,energy,-13.02446002960205,0.2601697395376061,0.003374578177727794,889,3417
known_val,energy,-12.900274085998536,0.270119988293825,0.004333694474539573,923,3417
known_val,energy,-12.797786026000976,0.2800702370500439,0.004179728317659337,957,3417
known_val,energy,-12.698323783874512,0.29002048580626283,0.004036326942482349,991,3417
known_val,energy,-12.565910911560058,0.2999707345624817,0.0039024390243902474,1025,3417
known_val,energy,-12.4641104888916,0.3099209833187006,0.0037771482530689626,1059,3417
known_val,energy,-12.34819725036621,0.3201638864501024,0.003656307129798919,1094,3417
known_val,energy,-12.213813285827637,0.3301141352063213,0.0035460992907800915,1128,3417
known_val,energy,-12.052210960388184,0.34006438396254024,0.004302925989672968,1162,3417
known_val,energy,-11.936011505126952,0.35001463271875916,0.004180602006689016,1196,3417
known_val,energy,-11.807875099182128,0.35996488147497807,0.004878048780487809,1230,3417
known_val,energy,-11.697283744812012,0.3702077846063799,0.004743083003952542,1265,3417
known_val,energy,-11.56324504852295,0.3801580333625988,0.004618937644341847,1299,3417
known_val,energy,-11.473065490722655,0.39010828211881765,0.005251312828207011,1333,3417
known_val,energy,-11.3469087600708,0.40005853087503657,0.00512070226773953,1367,3417
known_val,energy,-11.24247329711914,0.4100087796312555,0.005710206995003575,1401,3417
known_val,energy,-11.100981712341309,0.4199590283874744,0.0055749128919860835,1435,3417
known_val,energy,-10.975087966918945,0.4299092771436933,0.005445881552076259,1469,3417
known_val,energy,-10.859117393493653,0.4401521802750951,0.005984042553191515,1504,3417
known_val,energy,-10.737261962890624,0.45010242903131403,0.0058517555266579535,1538,3417
known_val,energy,-10.601250915527343,0.46005267778753295,0.006361323155216314,1572,3417
known_val,energy,-10.479517402648925,0.4700029265437518,0.0062266500622665255,1606,3417
known_val,energy,-10.357062911987304,0.4799531752999707,0.006707317073170738,1640,3417
known_val,energy,-10.243368148803711,0.48990342405618964,0.007168458781361964,1674,3417
known_val,energy,-10.098730087280273,0.5001463271875914,0.00702165008777067,1709,3417
known_val,energy,-10.002501907348632,0.5100965759438104,0.007458405048766492,1743,3417
known_val,energy,-9.91861099243164,0.5200468247000293,0.007315700619020871,1777,3417
known_val,energy,-9.826754035949707,0.5299970734562481,0.007178354500276041,1811,3417
known_val,energy,-9.674367141723632,0.5399473222124671,0.007046070460704601,1845,3417
known_val,energy,-9.557166862487792,0.549897570968686,0.007450771687067537,1879,3417
known_val,energy,-9.435668907165526,0.5598478197249049,0.008363826450601186,1913,3417
known_val,energy,-9.339578628540039,0.5700907228563067,0.008726899383983522,1948,3417
known_val,energy,-9.22812484741211,0.5800409716125257,0.00908173562058523,1982,3417
known_val,energy,-9.1511869430542,0.5899912203687445,0.009424603174603141,2016,3417
known_val,energy,-9.029164123535157,0.5999414691249634,0.009268292682926838,2050,3417
known_val,energy,-8.902758140563966,0.6098917178811823,0.009596928982725572,2084,3417
known_val,energy,-8.782064666748047,0.6198419666374012,0.01085930122757317,2118,3417
known_val,energy,-8.672623977661132,0.6300848697688031,0.012540640966093863,2153,3417
known_val,energy,-8.553261413574218,0.6400351185250219,0.013717421124828544,2187,3417
known_val,energy,-8.440122985839844,0.6499853672812409,0.013957676722197165,2221,3417
known_val,energy,-8.324183464050293,0.6602282704126426,0.0146276595744681,2256,3417
known_val,energy,-8.213587913513184,0.6698858647936786,0.015290519877675823,2289,3417
known_val,energy,-8.080992279052735,0.6798361135498976,0.0163581575548859,2323,3417
known_val,energy,-7.999753475189207,0.6900790166812993,0.01653944020356235,2358,3417
known_val,energy,-7.8926445007324215,0.7000292654375183,0.017140468227424766,2392,3417
known_val,energy,-7.729228248596192,0.7099795141937372,0.018549051937345462,2426,3417
known_val,energy,-7.616967372894287,0.7199297629499561,0.019105691056910623,2460,3417
known_val,energy,-7.4778219413757325,0.729880011706175,0.02165196471531672,2494,3417
known_val,energy,-7.354365234375,0.7398302604623939,0.022151898734177222,2528,3417
known_val,energy,-7.225995063781738,0.7500731635937957,0.022239563012095176,2563,3417
known_val,energy,-7.093102397918702,0.7600234123500146,0.023873700423565625,2597,3417
known_val,energy,-6.967897548675537,0.7699736611062336,0.024705435195743086,2631,3417
known_val,energy,-6.847657203674316,0.7802165642376353,0.027006751687921993,2666,3417
known_val,energy,-6.713380966186522,0.7898741586186714,0.028529084846239394,2699,3417
known_val,energy,-6.573021984100341,0.7998244073748902,0.03073545554335899,2733,3417
known_val,energy,-6.4535575866699215,0.8097746561311091,0.03216479942175643,2767,3417
known_val,energy,-6.331009063720703,0.820017559262511,0.03354746609564596,2802,3417
known_val,energy,-6.1845744132995595,0.8299678080187298,0.0342031029619182,2836,3417
known_val,energy,-6.057526226043701,0.8399180567749488,0.035888501742160295,2870,3417
known_val,energy,-5.855926513671876,0.8498683055311677,0.03650137741046833,2904,3417
known_val,energy,-5.668008403778078,0.8598185542873866,0.038121170864533704,2938,3417
known_val,energy,-5.504512748718262,0.8697688030436055,0.040040376850605686,2972,3417
known_val,energy,-5.314690952301025,0.8800117061750073,0.0415696707682075,3007,3417
known_val,energy,-5.180378494262694,0.8899619549312262,0.04373561328510356,3041,3417
known_val,energy,-4.939856243133545,0.8999122036874452,0.04552845528455285,3075,3417
known_val,energy,-4.727790126800538,0.909862452443664,0.04889031843036351,3109,3417
known_val,energy,-4.546936988830566,0.9201053555750659,0.05025445292620867,3144,3417
known_val,energy,-4.33982681274414,0.9297629499561019,0.05256531318854263,3177,3417
known_val,energy,-4.138711738586425,0.9400058530875036,0.053860523038605224,3212,3417
known_val,energy,-3.9859268665313716,0.9499561018437226,0.056993222427603185,3246,3417
known_val,energy,-3.7544345092773486,0.9599063505999414,0.05914634146341469,3280,3417
known_val,energy,-3.464497003555298,0.9698565993561604,0.062462281231140615,3314,3417
known_val,energy,-3.0607752132415786,0.9798068481123793,0.06660692951015534,3348,3417
known_val,energy,-2.7218086242675774,0.9897570968685981,0.07066824364281488,3382,3417
known_val,energy,-1.5694129467010498,1.0,0.07696810067310511,3417,3417
known_test,energy,-34.60999298095703,0.0002918855808523059,0.0,1,3426
known_test,energy,-22.41693353652954,0.010215995329830706,0.0,35,3426
known_test,energy,-20.371874809265137,0.020140105078809107,0.0,69,3426
known_test,energy,-19.360025882720947,0.030064214827787508,0.0,103,3426
known_test,energy,-18.568256378173828,0.040280210157618214,0.0,138,3426
known_test,energy,-17.9818172454834,0.050204319906596614,0.0,172,3426
known_test,energy,-17.565258979797363,0.060128429655575015,0.0,206,3426
known_test,energy,-17.22151279449463,0.07005253940455342,0.0,240,3426
known_test,energy,-16.913450241088867,0.08026853473438413,0.0,275,3426
known_test,energy,-16.552863121032715,0.09019264448336252,0.0,309,3426
known_test,energy,-16.207890510559082,0.10011675423234093,0.0,343,3426
known_test,energy,-15.9645254611969,0.11004086398131932,0.0,377,3426
known_test,energy,-15.689614295959473,0.12025685931115003,0.0,412,3426
known_test,energy,-15.471062898635864,0.13018096906012844,0.0022421524663677195,446,3426
known_test,energy,-15.207041263580322,0.14010507880910683,0.002083333333333326,480,3426
known_test,energy,-15.006523370742798,0.15002918855808522,0.0019455252918287869,514,3426
known_test,energy,-14.846266746520996,0.16024518388791595,0.0018214936247723523,549,3426
known_test,energy,-14.645219326019287,0.17016929363689434,0.0017152658662092923,583,3426
known_test,energy,-14.437416076660156,0.18009340338587274,0.0016207455429497752,617,3426
known_test,energy,-14.281505584716797,0.19001751313485113,0.001536098310291889,651,3426
known_test,energy,-14.097956657409668,0.20023350846468185,0.001457725947521915,686,3426
known_test,energy,-13.872938871383667,0.21015761821366025,0.001388888888888884,720,3426
known_test,energy,-13.708030700683594,0.22008172796263864,0.0013262599469495706,754,3426
known_test,energy,-13.570227146148682,0.23000583771161703,0.0012690355329949554,788,3426
known_test,energy,-13.428099632263184,0.24022183304144776,0.0012150668286755595,823,3426
known_test,energy,-13.29205584526062,0.2501459427904262,0.001166861143523934,857,3426
known_test,energy,-13.1517333984375,0.2600700525394046,0.001122334455667784,891,3426
known_test,energy,-12.988843679428099,0.26999416228838297,0.00108108108108107,925,3426
known_test,energy,-12.867828369140625,0.28021015761821366,0.0010416666666667185,960,3426
known_test,energy,-12.751428127288818,0.29013426736719206,0.001006036217303774,994,3426
known_test,energy,-12.598080158233643,0.30005837711617045,0.0009727626459143934,1028,3426
known_test,energy,-12.463377714157104,0.30998248686514884,0.0018832391713747842,1062,3426
known_test,energy,-12.299907684326172,0.3201984821949796,0.001823154056517784,1097,3426
known_test,energy,-12.17309308052063,0.330122591943958,0.0017683465959328348,1131,3426
known_test,energy,-12.099823951721191,0.3400467016929364,0.0017167381974249052,1165,3426
known_test,energy,-11.979504108428953,0.3499708114419148,0.0016680567139282232,1199,3426
known_test,energy,-11.873932838439941,0.36018680677174547,0.0016207455429497752,1234,3426
known_test,energy,-11.758168458938599,0.37011091652072386,0.001577287066246047,1268,3426
known_test,energy,-11.658649444580078,0.38003502626970226,0.001536098310291889,1302,3426
known_test,energy,-11.520986080169678,0.38995913601868065,0.0014970059880239361,1336,3426
known_test,energy,-11.426179885864258,0.4001751313485114,0.0014587892049598983,1371,3426
known_test,energy,-11.312010765075684,0.4100992410974898,0.001423487544483959,1405,3426
known_test,energy,-11.196075439453125,0.4200233508464682,0.001389854065323104,1439,3426
known_test,energy,-11.112408876419067,0.4299474605954466,0.0020366598778004397,1473,3426
known_test,energy,-10.995742797851562,0.4401634559252773,0.0019893899204244114,1508,3426
known_test,energy,-10.894229173660278,0.4500875656742557,0.0019455252918287869,1542,3426
known_test,energy,-10.772762775421143,0.46001167542323407,0.0019035532994924331,1576,3426
known_test,energy,-10.678467035293579,0.4699357851722125,0.0018633540372671176,1610,3426
known_test,energy,-10.55257797241211,0.4801517805020432,0.0018237082066869803,1645,3426
known_test,energy,-10.464200258255005,0.4900758902510216,0.0029779630732579276,1679,3426
known_test,energy,-10.332059383392334,0.5,0.0029188558085230243,1713,3426
known_test,energy,-10.24846887588501,0.5099241097489784,0.0028620492272467546,1747,3426
known_test,energy,-10.155363082885742,0.5204319906596614,0.0028042624789680337,1783,3426
known_test,energy,-10.04887318611145,0.5300642148277875,0.005506607929515406,1816,3426
known_test,energy,-9.917831897735592,0.5399883245767659,0.00540540540540535,1850,3426
known_test,energy,-9.802792310714722,0.5499124343257443,0.005307855626326963,1884,3426
known_test,energy,-9.678773880004883,0.560128429655575,0.0062532569046378494,1919,3426
known_test,energy,-9.584083318710327,0.5700525394045534,0.006144393241167445,1953,3426
known_test,energy,-9.466109752655031,0.5799766491535319,0.006542526421741357,1987,3426
known_test,energy,-9.329590797424316,0.5899007589025103,0.00742206828302816,2021,3426
known_test,energy,-9.216353416442871,0.6001167542323409,0.007295719844357951,2056,3426
known_test,energy,-9.11889362335205,0.6103327495621717,0.008130081300813052,2091,3426
known_test,energy,-8.999401569366455,0.6199649737302977,0.008474576271186418,2124,3426
known_test,energy,-8.89211654663086,0.6298890834792761,0.008341056533827662,2158,3426
known_test,energy,-8.764205932617188,0.6401050788091068,0.009575923392612817,2193,3426
known_test,energy,-8.623849630355835,0.6500291885580852,0.010327795240233528,2227,3426
known_test,energy,-8.516611099243164,0.660245183887916,0.010167992926613634,2262,3426
known_test,energy,-8.409071922302246,0.669877408056042,0.0117647058823529,2295,3426
known_test,energy,-8.308667182922363,0.6800934033858728,0.012017167381974225,2330,3426
known_test,energy,-8.173301458358765,0.6900175131348512,0.01311336717428091,2364,3426
known_test,energy,-8.04642391204834,0.6999416228838296,0.013761467889908285,2398,3426
known_test,energy,-7.936335325241089,0.7098657326328079,0.014802631578947345,2432,3426
known_test,energy,-7.796475887298584,0.7200817279626387,0.014997973246858587,2467,3426
known_test,energy,-7.6781147718429565,0.7300058377116171,0.014794082367053152,2501,3426
known_test,energy,-7.56392765045166,0.7399299474605955,0.017357001972386543,2535,3426
known_test,energy,-7.434190630912781,0.7498540572095739,0.018295056442195423,2569,3426
known_test,energy,-7.264776706695557,0.7600700525394045,0.019585253456221197,2604,3426
known_test,energy,-7.123580694198608,0.7699941622883829,0.020849128127369165,2638,3426
known_test,energy,-6.980882883071899,0.7799182720373613,0.02208083832335328,2672,3426
known_test,energy,-6.854014992713928,0.7898423817863398,0.024759793052475998,2706,3426
known_test,energy,-6.720032215118408,0.8000583771161704,0.026997446187522756,2741,3426
known_test,energy,-6.60405433177948,0.8099824868651488,0.02954954954954958,2775,3426
known_test,energy,-6.460086345672607,0.8199065966141272,0.03025987896048421,2809,3426
known_test,energy,-6.306463718414307,0.830122591943958,0.03234880450070321,2844,3426
known_test,energy,-6.168376922607422,0.8400467016929364,0.03370396108408613,2878,3426
known_test,energy,-5.987744331359863,0.8499708114419148,0.03468406593406592,2912,3426
known_test,energy,-5.853275775909424,0.8598949211908932,0.035302104548540436,2946,3426
known_test,energy,-5.681436538696289,0.8698190309398716,0.037583892617449655,2980,3426
known_test,energy,-5.5048017501831055,0.8800350262697023,0.03946932006633497,3015,3426
known_test,energy,-5.339079737663269,0.8899591360186807,0.04296490652673013,3049,3426
known_test,energy,-5.149185419082642,0.8998832457676591,0.045085955238404196,3083,3426
known_test,energy,-4.961066961288452,0.9098073555166375,0.04748155277510424,3117,3426
known_test,energy,-4.714521884918213,0.9200233508464681,0.05012690355329952,3152,3426
known_test,energy,-4.512371897697449,0.9299474605954466,0.05398618957940993,3186,3426
known_test,energy,-4.331421375274658,0.9401634559252773,0.05650419124495498,3221,3426
known_test,energy,-4.085828185081479,0.9497956800934034,0.058389674247080525,3254,3426
known_test,energy,-3.8253183364868164,0.9600116754232341,0.06232897537245363,3289,3426
known_test,energy,-3.5789069533348083,0.9699357851722125,0.06470057177249477,3323,3426
known_test,energy,-3.210453748703003,0.9798598949211909,0.06910932380101276,3357,3426
known_test,energy,-2.7000200748443604,0.9897840046701692,0.0737245650250663,3391,3426
known_test,energy,-1.4935574531555176,1.0,0.07880910683012254,3426,3426
