method,split,threshold,known_rows,unknown_rows,known_coverage,known_rejection_rate,unknown_rejection_rate,unknown_acceptance_rate,false_acceptance_rate,false_rejection_rate,known_accuracy_all,known_accuracy_accepted,selective_risk,binary_balanced_accuracy,auroc_known_vs_unknown
fusion_gate_v2_mahalanobis,validation,0.6314586412215439,3417,1660,0.7512437810945274,0.24875621890547261,0.9379518072289157,0.06204819277108434,0.06204819277108434,0.24875621890547261,0.9230318993268949,0.970783015192832,0.029216984807167945,0.8445977941617215,0.9259406369992702
fusion_gate_v2_mahalanobis,test,0.6314586412215439,3426,1660,0.7656158785755983,0.23438412142440168,0.9337349397590361,0.06626506024096386,0.06626506024096386,0.23438412142440168,0.9211908931698775,0.9752192146397255,0.024780785360274504,0.8496754091673172,0.926860155156528
